//X Y Z R G B Intensity
6.37625027 8.65100002 -0.01550000 113 100 109 1021.000000
6.37674999 8.65175056 -0.01450000 113 100 109 1178.000000
6.37374973 8.64774990 -0.01350000 113 100 109 1328.000000
6.37325001 8.64674950 -0.01250000 113 100 109 1496.000000
6.37275028 8.64624977 -0.01150000 104 88 98 1346.000000
6.37400007 8.64774990 -0.01050000 104 88 98 1310.000000
6.37599993 8.65049934 -0.00950000 104 88 98 1246.000000
6.37349987 8.64725018 -0.00850000 104 88 98 1350.000000
6.37400007 8.64774990 -0.00750000 95 82 92 1346.000000
6.37225008 8.64575005 -0.00650000 95 82 92 1103.000000
6.37450027 8.64875031 -0.00550000 95 82 92 928.000000
6.38100004 8.65749931 -0.00450000 95 82 92 717.000000
6.37275028 8.64449978 -0.01675000 129 118 126 1053.000000
6.37374973 8.64550018 -0.01575000 113 100 109 1378.000000
6.37424994 8.64624977 -0.01475000 113 100 109 1592.000000
6.37599993 8.64875031 -0.01375000 113 100 109 1767.000000
6.37500000 8.64750004 -0.01275000 113 100 109 1796.000000
6.37275028 8.64449978 -0.01175000 104 88 98 1692.000000
6.37575006 8.64850044 -0.01075000 104 88 98 1732.000000
6.37374973 8.64575005 -0.00975000 104 88 98 1764.000000
6.37625027 8.64925003 -0.00875000 104 88 98 1760.000000
6.37475014 8.64725018 -0.00775000 104 88 98 1675.000000
6.37475014 8.64699936 -0.00675000 95 82 92 1500.000000
6.37524986 8.64774990 -0.00575000 95 82 92 1250.000000
6.37750006 8.65075016 -0.00475000 95 82 92 985.000000
6.37625027 8.64925003 -0.00375000 95 82 92 735.000000
6.37374973 8.64575005 -0.00275000 95 83 97 492.000000
6.37424994 8.64500046 -0.01850000 129 118 126 828.000000
6.37424994 8.64475060 -0.01750000 129 118 126 1242.000000
6.37500000 8.64575005 -0.01650000 113 100 109 1628.000000
6.37599993 8.64725018 -0.01550000 113 100 109 1782.000000
6.37500000 8.64575005 -0.01450000 113 100 109 1910.000000
6.37549973 8.64649963 -0.01350000 113 100 109 1900.000000
6.37650013 8.64774990 -0.01250000 113 100 109 1832.000000
6.37699986 8.64850044 -0.01150000 104 88 98 1928.000000
6.37650013 8.64774990 -0.01050000 104 88 98 1910.000000
6.37750006 8.64925003 -0.00950000 104 88 98 1889.000000
6.37325001 8.64349937 -0.00850000 104 88 98 1789.000000
6.37524986 8.64599991 -0.00750000 95 82 92 1750.000000
6.37549973 8.64649963 -0.00650000 95 82 92 1550.000000
6.37925005 8.65150070 -0.00550000 95 82 92 1328.000000
6.37500000 8.64599991 -0.00450000 95 82 92 1050.000000
6.37599993 8.64725018 -0.00350000 95 82 92 735.000000
6.38150024 8.65474987 -0.00250000 95 83 97 514.000000
6.37874985 8.65100002 -0.00150000 95 83 97 310.000000
6.37424994 8.64324951 -0.02075000 105 92 102 1142.000000
6.37899971 8.64949989 -0.01975000 105 92 102 1196.000000
6.37925005 8.64974976 -0.01875000 105 92 102 1353.000000
6.37724972 8.64725018 -0.01775000 105 92 102 1639.000000
6.37524986 8.64449978 -0.01675000 105 92 102 1835.000000
6.37450027 8.64349937 -0.01550000 99 83 94 2010.000000
6.37625027 8.64575005 -0.01450000 99 83 94 2046.000000
6.37650013 8.64599991 -0.01375000 99 83 94 2017.000000
6.37450027 8.64349937 -0.01275000 99 83 94 1985.000000
6.37825012 8.64850044 -0.01175000 95 79 90 1989.000000
6.37800026 8.64825058 -0.01075000 95 79 90 1971.000000
6.37650013 8.64624977 -0.00975000 95 79 90 1939.000000
6.37874985 8.64925003 -0.00875000 95 79 90 1903.000000
6.37650013 8.64599991 -0.00775000 95 79 90 1796.000000
6.37849998 8.64900017 -0.00675000 91 75 88 1596.000000
6.37750006 8.64750004 -0.00575000 91 75 88 1321.000000
6.37524986 8.64449978 -0.00475000 91 75 88 1053.000000
6.38000011 8.65100002 -0.00375000 91 75 88 764.000000
6.38049984 8.65175056 -0.00275000 102 89 107 560.000000
6.37774992 8.64774990 -0.00175000 102 89 107 360.000000
6.37450027 8.64175034 -0.02450000 117 105 115 825.000000
6.37625027 8.64424992 -0.02350000 117 105 115 1103.000000
6.37849998 8.64725018 -0.02250000 117 105 115 1378.000000
6.37849998 8.64725018 -0.02150000 117 105 115 1650.000000
6.37849998 8.64725018 -0.02050000 105 92 102 1832.000000
6.37774992 8.64599991 -0.01950000 105 92 102 1682.000000
6.37724972 8.64550018 -0.01850000 105 92 102 1846.000000
6.37800026 8.64649963 -0.01750000 105 92 102 2039.000000
6.37750006 8.64575005 -0.01650000 99 83 94 2053.000000
6.37699986 8.64500046 -0.01550000 99 83 94 1985.000000
6.37599993 8.64400005 -0.01450000 99 83 94 1996.000000
6.37750006 8.64599991 -0.01350000 99 83 94 2064.000000
6.37825012 8.64674950 -0.01250000 99 83 94 2178.000000
6.37650013 8.64449978 -0.01150000 95 79 90 2157.000000
6.37599993 8.64400005 -0.01050000 95 79 90 1950.000000
6.37724972 8.64550018 -0.00950000 95 79 90 1946.000000
6.37800026 8.64649963 -0.00850000 95 79 90 1882.000000
6.37849998 8.64699936 -0.00750000 91 75 88 1789.000000
6.37899971 8.64799976 -0.00650000 91 75 88 1567.000000
6.37750006 8.64599991 -0.00550000 91 75 88 1267.000000
6.38074970 8.65024948 -0.00450000 91 75 88 957.000000
6.37750006 8.64599991 -0.00350000 91 75 88 678.000000
6.37549973 8.64299965 -0.00250000 102 89 107 453.000000
6.38450003 8.65525055 -0.00150000 102 89 107 321.000000
6.37825012 8.64525032 -0.02575000 122 112 121 1075.000000
