//X Y Z R G B Intensity
6.37925005 8.65150070 -0.00550000 95 82 92 1328
6.38150024 8.65474987 -0.00250000 95 83 97 514
6.37874985 8.65100002 -0.00150000 95 83 97 310
6.38000011 8.65100002 -0.00375000 91 75 88 764
6.38049984 8.65175056 -0.00275000 102 89 107 560
6.38574982 8.64875031 -0.00475000 64 46 60 528
6.38749981 8.65100002 -0.00375000 64 46 60 210
6.39000034 8.65275002 -0.00950000 99 81 93 414
6.39200020 8.65200043 -0.00950000 92 70 83 435
6.38875008 8.64750004 -0.00750000 77 54 70 1642
6.39000034 8.64925003 -0.00450000 77 54 70 478
6.38975000 8.64750004 -0.00975000 92 70 83 517
6.39074993 8.64850044 -0.00875000 92 70 83 889
6.39074993 8.64875031 -0.00675000 77 54 70 1310
6.38924980 8.64674950 -0.00575000 77 54 70 885
6.38949966 8.64674950 -0.00275000 76 54 75 364
6.39324999 8.65049934 -0.01250000 104 84 96 550
6.39200020 8.64875031 -0.01050000 92 70 83 603
6.39124966 8.64750004 -0.00550000 77 54 70 860
6.39124966 8.64774990 -0.00450000 77 54 70 678
6.39225006 8.64900017 -0.00350000 77 54 70 628
6.39025021 8.64624977 -0.00250000 76 54 75 560
6.39099979 8.64725018 -0.00150000 76 54 75 528
6.38875008 8.64449978 -0.00050000 76 54 75 542
6.39375019 8.64925003 -0.01575000 104 84 96 710
6.39400005 8.64949989 -0.01375000 104 84 96 689
6.39200020 8.64699936 -0.00975000 92 70 83 796
6.39375019 8.64925003 -0.00875000 92 70 83 953
6.39350033 8.64900017 -0.00775000 77 54 70 978
6.39074993 8.64525032 -0.00675000 77 54 70 939
6.39150000 8.64624977 -0.00575000 77 54 70 839
6.39099979 8.64575005 -0.00475000 77 54 70 825
6.39350033 8.64875031 -0.00375000 77 54 70 771
6.39150000 8.64624977 -0.00275000 76 54 75 728
6.39150000 8.64624977 -0.00175000 76 54 75 746
6.39074993 8.64525032 -0.00075000 76 54 75 696
6.39150000 8.64624977 0.00000000 76 54 75 696
6.39575005 8.65024948 -0.01850000 82 61 76 796
6.39525032 8.64974976 -0.01350000 71 47 63 878
6.39400005 8.64799976 -0.01050000 77 50 67 785
6.39225006 8.64550018 -0.00950000 77 50 67 871
6.39400005 8.64799976 -0.00750000 80 53 72 882
6.39299965 8.64674950 -0.00550000 80 53 72 878
6.39350033 8.64725018 -0.00350000 80 53 72 853
6.39274979 8.64649963 -0.00250000 70 42 64 867
6.39225006 8.64550018 -0.00150000 70 42 64 871
6.39324999 8.64674950 0.00025000 70 42 64 825
6.39200020 8.64525032 0.00125000 77 52 74 760
6.39674997 8.64999962 -0.02175000 112 94 108 764
6.39525032 8.64799976 -0.02075000 82 61 76 853
6.39674997 8.64999962 -0.01975000 82 61 76 875
6.39575005 8.64900017 -0.01775000 82 61 76 867
6.39525032 8.64799976 -0.01675000 71 47 63 835
6.39599991 8.64925003 -0.01375000 71 47 63 921
6.39650011 8.64974976 -0.01275000 71 47 63 903
6.39624977 8.64949989 -0.01175000 77 50 67 853
6.39400005 8.64649963 -0.01075000 77 50 67 817
6.39375019 8.64599991 -0.00975000 77 50 67 828
6.39424992 8.64674950 -0.00675000 80 53 72 871
6.39225006 8.64400005 -0.00575000 80 53 72 864
6.39550018 8.64825058 -0.00375000 80 53 72 885
6.39525032 8.64799976 -0.00275000 70 42 64 903
6.39499998 8.64774990 -0.00075000 70 42 64 857
6.39299965 8.64500046 0.00200000 77 52 74 878
6.39124966 8.64249992 0.00300000 77 52 74 807
6.39175034 8.64349937 0.00400000 77 52 74 817
6.39299965 8.64500046 0.00500000 77 52 74 839
6.39124966 8.64274979 0.00600000 76 53 73 839
6.39700031 8.64850044 -0.02550000 112 94 108 782
6.39925003 8.65200043 -0.02450000 112 94 108 757
6.39825010 8.65049934 -0.02350000 112 94 108 810
6.39849997 8.65075016 -0.02250000 112 94 108 821
6.39799976 8.64999962 -0.02150000 112 94 108 867
6.39774990 8.64949989 -0.02050000 82 61 76 892
6.39575005 8.64699936 -0.01950000 82 61 76 914
6.39774990 8.64974976 -0.01450000 71 47 63 950
6.39750004 8.64925003 -0.01350000 71 47 63 914
6.39424992 8.64500046 -0.01250000 71 47 63 875
6.39599991 8.64750004 -0.01150000 77 50 67 864
6.39674997 8.64825058 -0.00850000 77 50 67 882
6.39375019 8.64424992 -0.00750000 80 53 72 928
